0	-0.00683011	0.0117622	0.00413721
1	-0.00437311	0.00793734	0
2	-0.00537366	0.00934331	0
3	-0.00887456	0.014598	0
4	-0.0118213	0.0175316	0
5	-0.0212405	0.0305816	0
6	-0.0349548	0.0488991	0
7	-0.0537394	0.0730685	0
8	-0.0785792	0.103892	0
9	-0.109423	0.140482	0
10	-0.146706	0.182725	0
11	-0.189959	0.229285	0.00989175
12	-0.235201	0.274571	0.0307912
13	-0.280701	0.316346	0.0564244
14	-0.325538	0.353585	0.0834882
15	-0.368719	0.385298	0.11194
16	-0.409266	0.410631	0.138484
17	-0.446155	0.428775	0.169578
18	-0.478453	0.439137	0.201917
19	-0.507918	0.444522	0.211963
20	-0.536859	0.448065	0.22169
21	-0.565261	0.449879	0.231118
22	-0.593114	0.450068	0.240265
23	-0.620421	0.44873	0.249152
24	-0.647178	0.445952	0.257798
25	-0.673374	0.441809	0.266216
26	-0.698996	0.436371	0.274416
27	-0.724031	0.429702	0.282408
28	-0.748456	0.421859	0.290198
29	-0.772242	0.412891	0.297784
30	-0.795373	0.402852	0.305174
31	-0.817837	0.391793	0.312374
32	-0.839622	0.379765	0.319389
33	-0.860714	0.366815	0.326224
34	-0.881102	0.352987	0.332884
35	-0.900785	0.338331	0.339377
36	-0.919779	0.322901	0.345714
37	-0.938105	0.306748	0.351908
38	-0.955722	0.289925	0.357943
39	-0.97268	0.27248	0.363845
40	-0.989037	0.254453	0.369643
41	-1.00482	0.235883	0.37535
42	-1.02004	0.216805	0.380975
43	-1.03466	0.197251	0.3865
44	-1.04867	0.177243	0.391925
45	-1.0621	0.156795	0.397272
46	-1.07494	0.135927	0.402542
47	-1.08719	0.114661	0.407732
48	-1.09884	0.0930157	0.412844
49	-1.10985	0.0710184	0.417865
50	-1.12019	0.0487007	0.422775
51	-1.12988	0.0260753	0.427597
52	-1.13882	0.00321182	0.432265
53	-1.14704	-0.0198827	0.436803
54	-1.15445	-0.0431416	0.441163
55	-1.16105	-0.0665346	0.44534
56	-1.16694	-0.0900866	0.449395
57	-1.172	-0.11372	0.45326
58	-1.17631	-0.137432	0.45697
59	-1.17971	-0.161125	0.460441
60	-1.18226	-0.184784	0.463698
61	-1.18408	-0.208444	0.466807
62	-1.18524	-0.232109	0.469799
63	-1.18556	-0.255658	0.472578
64	-1.18478	-0.278869	0.47497
65	-1.18393	-0.302397	0.477593
66	-1.18236	-0.325813	0.480066
67	-1.18011	-0.349102	0.482394
68	-1.17722	-0.372275	0.484606
69	-1.17375	-0.395365	0.486742
70	-1.16968	-0.418316	0.488772
71	-1.16509	-0.441181	0.490751
72	-1.15996	-0.463934	0.492668
73	-1.1543	-0.48656	0.494523
74	-1.14808	-0.50902	0.496296
75	-1.14082	-0.53078	0.497618
76	-1.13357	-0.552909	0.499266
77	-1.12583	-0.574867	0.500858
78	-1.1176	-0.596652	0.5024
79	-1.10888	-0.618252	0.503892
80	-1.09968	-0.639654	0.505333
81	-1.09002	-0.660846	0.506724
82	-1.07988	-0.681817	0.508063
83	-1.06928	-0.702554	0.50935
84	-1.05823	-0.723046	0.510584
85	-1.04673	-0.743281	0.511766
86	-1.03479	-0.76324	0.512889
87	-1.02195	-0.782274	0.513551
88	-1.00912	-0.8016	0.514531
89	-0.995879	-0.820639	0.515464
90	-0.982221	-0.839352	0.516334
91	-0.96816	-0.85774	0.517146
92	-0.953708	-0.875798	0.517904
93	-0.938865	-0.8935	0.518595
94	-0.923638	-0.910831	0.519219
95	-0.908038	-0.927779	0.519771
96	-0.892073	-0.944331	0.520252
97	-0.875754	-0.960477	0.520658
98	-0.85909	-0.976203	0.520989
99	-0.842094	-0.991499	0.52124
100	-0.824775	-1.00635	0.521411
101	-0.807145	-1.02075	0.521498
102	-0.789217	-1.03468	0.5215
103	-0.771002	-1.04813	0.521413
104	-0.752514	-1.0611	0.521235
105	-0.733949	-1.07417	0.521294
106	-0.714983	-1.08627	0.521003
107	-0.695739	-1.0977	0.520531
108	-0.676277	-1.10859	0.519957
109	-0.656613	-1.11894	0.519277
110	-0.636844	-1.12929	0.518779
111	-0.616839	-1.13874	0.517997
112	-0.596646	-1.14739	0.516979
113	-0.576315	-1.15547	0.515846
114	-0.555861	-1.16293	0.514582
115	-0.535304	-1.16979	0.513194
116	-0.514663	-1.17606	0.511685
117	-0.493954	-1.18169	0.510033
118	-0.473199	-1.18666	0.508231
119	-0.452417	-1.19103	0.506301
120	-0.431621	-1.19525	0.504482
121	-0.41083	-1.19856	0.502383
122	-0.390089	-1.20074	0.499888
123	-0.369418	-1.20219	0.497197
124	-0.348851	-1.20273	0.494226
125	-0.328396	-1.20265	0.49111
126	-0.308074	-1.2019	0.487835
127	-0.287898	-1.20054	0.48442
128	-0.267927	-1.19828	0.480719
129	-0.248179	-1.19526	0.476795
130	-0.228662	-1.19156	0.472693
131	-0.209421	-1.18705	0.468341
132	-0.190475	-1.18178	0.463759
133	-0.171866	-1.17569	0.458913
134	-0.153598	-1.16885	0.453834
135	-0.135758	-1.161	0.448385
