Sample Number (10000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),X_axis (),Y_axis (),Z_axis ()
122,1665742484881,8544.0,216.0,816.0
123,1665742484884,8544.0,-284.0,696.0
124,1665742484884,8656.0,40.0,880.0
125,1665742484889,8292.0,-128.0,536.0
126,1665742484889,8376.0,76.0,680.0
127,1665742484892,8368.0,12.0,732.0
128,1665742484894,8476.0,-24.0,844.0
129,1665742484896,8472.0,-148.0,792.0
130,1665742484898,8668.0,296.0,920.0
131,1665742484901,8396.0,0.0,712.0
132,1665742484901,8488.0,140.0,720.0
133,1665742484904,8400.0,-136.0,688.0
134,1665742484907,8400.0,48.0,664.0
135,1665742484909,8604.0,-180.0,696.0
136,1665742484911,8536.0,176.0,748.0
137,1665742484913,8196.0,-188.0,632.0
138,1665742484916,8516.0,156.0,612.0
139,1665742484918,8812.0,60.0,820.0
140,1665742484920,8460.0,72.0,692.0
141,1665742484922,8368.0,160.0,884.0
142,1665742484924,8504.0,-192.0,692.0
143,1665742484927,8528.0,-76.0,776.0
144,1665742484929,8292.0,-24.0,836.0
145,1665742484931,8424.0,28.0,652.0
146,1665742484935,8580.0,-32.0,784.0
147,1665742484935,8600.0,140.0,732.0
148,1665742484939,8480.0,-64.0,780.0
149,1665742484940,8612.0,172.0,764.0
150,1665742484942,8512.0,-128.0,788.0
151,1665742484946,8532.0,-104.0,684.0
152,1665742484946,8476.0,-104.0,820.0
153,1665742484949,8396.0,-60.0,796.0
154,1665742484951,8732.0,312.0,676.0
155,1665742484954,8296.0,-268.0,880.0
156,1665742484955,8700.0,208.0,880.0
157,1665742484960,8604.0,-404.0,768.0
158,1665742484960,8284.0,108.0,756.0
159,1665742484963,8576.0,12.0,640.0
160,1665742484965,8468.0,-236.0,604.0
161,1665742484969,8376.0,216.0,868.0
162,1665742484969,8440.0,-252.0,628.0
163,1665742484972,8552.0,328.0,772.0
164,1665742484974,8184.0,36.0,648.0
165,1665742484975,8708.0,-208.0,664.0
166,1665742484977,7900.0,0.0,696.0
167,1665742484982,8484.0,48.0,712.0
168,1665742484982,8744.0,-184.0,908.0
169,1665742484985,8368.0,64.0,660.0
170,1665742484987,8724.0,-40.0,988.0
171,1665742484988,8508.0,-232.0,768.0
172,1665742484991,8444.0,352.0,548.0
173,1665742484994,8276.0,-144.0,588.0
174,1665742484996,8688.0,-72.0,700.0
175,1665742484997,8344.0,48.0,804.0
176,1665742484999,8468.0,-316.0,460.0
177,1665742485001,8436.0,300.0,824.0
178,1665742485003,8372.0,-80.0,864.0
179,1665742485006,8724.0,-116.0,560.0
180,1665742485008,8416.0,196.0,736.0
181,1665742485010,8548.0,124.0,672.0
182,1665742485012,8524.0,44.0,812.0
183,1665742485014,8436.0,148.0,812.0
184,1665742485017,8364.0,-148.0,716.0
185,1665742485021,8540.0,-140.0,704.0
186,1665742485022,8512.0,-80.0,792.0
187,1665742485024,8332.0,132.0,612.0
188,1665742485025,8436.0,-16.0,652.0
189,1665742485027,8444.0,172.0,680.0
190,1665742485031,8740.0,316.0,704.0
191,1665742485032,8064.0,-292.0,672.0
192,1665742485035,8856.0,156.0,908.0
193,1665742485035,8492.0,-244.0,584.0
194,1665742485039,8576.0,228.0,904.0
195,1665742485042,8740.0,76.0,784.0
196,1665742485043,8308.0,-272.0,628.0
197,1665742485045,8788.0,512.0,896.0
198,1665742485047,8316.0,-468.0,500.0
199,1665742485049,8388.0,208.0,808.0
200,1665742485052,8684.0,-32.0,720.0
201,1665742485055,8672.0,-168.0,688.0
202,1665742485057,8428.0,340.0,780.0
203,1665742485058,8720.0,-116.0,764.0
204,1665742485060,8408.0,236.0,644.0
205,1665742485063,8296.0,76.0,604.0
206,1665742485066,8696.0,20.0,724.0
207,1665742485067,8384.0,24.0,812.0
208,1665742485069,8388.0,-216.0,772.0
209,1665742485072,8276.0,-72.0,628.0
210,1665742485074,8132.0,-76.0,660.0
211,1665742485077,8512.0,172.0,752.0
212,1665742485078,8460.0,44.0,732.0
213,1665742485081,8500.0,212.0,784.0
214,1665742485082,8512.0,164.0,764.0
215,1665742485085,8636.0,-152.0,580.0
216,1665742485088,8352.0,-16.0,628.0
217,1665742485089,8800.0,172.0,808.0
218,1665742485092,8348.0,-8.0,608.0
219,1665742485094,8436.0,40.0,612.0
220,1665742485097,8476.0,-196.0,720.0
221,1665742485099,8552.0,140.0,732.0
222,1665742485100,8572.0,-160.0,732.0
223,1665742485102,8280.0,-92.0,700.0
224,1665742485103,8616.0,-76.0,736.0
225,1665742485107,8468.0,8.0,928.0
226,1665742485109,8496.0,80.0,764.0
227,1665742485111,8352.0,92.0,744.0
228,1665742485113,8340.0,-16.0,680.0
229,1665742485116,8640.0,-32.0,704.0
230,1665742485120,8292.0,88.0,772.0
231,1665742485120,8408.0,-204.0,772.0
232,1665742485123,8532.0,-88.0,752.0
233,1665742485124,8488.0,-156.0,724.0
234,1665742485126,8432.0,92.0,836.0
235,1665742485128,8440.0,-104.0,716.0
236,1665742485132,8596.0,288.0,880.0
237,1665742485133,8356.0,-96.0,660.0
238,1665742485135,8328.0,-48.0,872.0
239,1665742485139,8472.0,72.0,600.0
240,1665742485139,8496.0,0.0,688.0
241,1665742485142,7948.0,-320.0,600.0
242,1665742485144,8584.0,268.0,976.0
243,1665742485145,8384.0,-360.0,672.0
244,1665742485149,8460.0,368.0,628.0
245,1665742485152,8400.0,192.0,632.0
246,1665742485152,8308.0,-320.0,652.0
247,1665742485156,8648.0,224.0,732.0
248,1665742485158,8444.0,-72.0,720.0
249,1665742485159,8264.0,-188.0,644.0
250,1665742485162,8392.0,208.0,924.0
251,1665742485162,8424.0,-468.0,852.0
252,1665742485166,8272.0,280.0,660.0
253,1665742485169,8420.0,-100.0,844.0
254,1665742485171,8564.0,416.0,788.0
255,1665742485172,8372.0,88.0,616.0
256,1665742485175,8632.0,-32.0,808.0
257,1665742485177,8412.0,-68.0,736.0
258,1665742485179,8584.0,-176.0,652.0
259,1665742485181,8388.0,452.0,824.0
260,1665742485184,8704.0,12.0,732.0
261,1665742485186,8480.0,-88.0,824.0
262,1665742485189,8808.0,256.0,912.0
263,1665742485191,8492.0,-304.0,608.0
264,1665742485192,8424.0,308.0,792.0
265,1665742485194,8748.0,-104.0,616.0
266,1665742485197,8444.0,-104.0,832.0
267,1665742485198,8504.0,96.0,720.0
268,1665742485201,8644.0,164.0,800.0
269,1665742485204,8384.0,12.0,500.0
270,1665742485205,8596.0,120.0,836.0
271,1665742485208,8524.0,-180.0,764.0
272,1665742485209,8512.0,44.0,728.0
273,1665742485213,8380.0,-40.0,636.0
274,1665742485214,8612.0,32.0,892.0
275,1665742485217,8428.0,-20.0,804.0
276,1665742485218,8584.0,12.0,560.0
277,1665742485221,8652.0,316.0,812.0
278,1665742485223,8256.0,-200.0,620.0
279,1665742485225,8684.0,-72.0,664.0
280,1665742485227,8424.0,4.0,700.0
281,1665742485229,8440.0,-76.0,792.0
282,1665742485231,8680.0,236.0,744.0
283,1665742485235,8604.0,236.0,912.0
284,1665742485236,8380.0,-356.0,548.0
285,1665742485238,8488.0,164.0,712.0
286,1665742485241,8404.0,48.0,824.0
287,1665742485243,8528.0,68.0,428.0
288,1665742485246,8424.0,120.0,672.0
289,1665742485247,8444.0,-96.0,904.0
290,1665742485249,8472.0,-8.0,612.0
291,1665742485251,8328.0,-40.0,640.0
292,1665742485254,8264.0,152.0,828.0
293,1665742485257,8400.0,-60.0,756.0
294,1665742485258,8676.0,188.0,640.0
295,1665742485260,8388.0,72.0,736.0
296,1665742485262,8588.0,-64.0,684.0
297,1665742485265,8784.0,268.0,816.0
298,1665742485268,8220.0,-276.0,696.0
299,1665742485269,8480.0,-176.0,620.0
300,1665742485272,8404.0,136.0,568.0
301,1665742485274,8336.0,164.0,692.0
302,1665742485276,8296.0,-120.0,568.0
303,1665742485277,8628.0,192.0,876.0
304,1665742485280,8492.0,-44.0,708.0
305,1665742485283,8504.0,-32.0,768.0
306,1665742485284,8228.0,60.0,648.0
307,1665742485287,8520.0,16.0,752.0
308,1665742485289,8636.0,-176.0,760.0
309,1665742485292,8668.0,436.0,716.0
310,1665742485292,8224.0,-148.0,680.0
311,1665742485297,8452.0,68.0,832.0
312,1665742485297,8580.0,72.0,620.0
313,1665742485300,8536.0,56.0,720.0
314,1665742485302,8456.0,148.0,720.0
315,1665742485305,8560.0,-80.0,852.0
316,1665742485306,8308.0,12.0,680.0
317,1665742485310,8168.0,-40.0,704.0
318,1665742485310,8472.0,140.0,744.0
319,1665742485313,8596.0,-104.0,664.0
320,1665742485315,8472.0,72.0,624.0
321,1665742485317,8464.0,76.0,800.0
322,1665742485320,8608.0,-20.0,732.0
323,1665742485322,8568.0,84.0,784.0
324,1665742485323,8560.0,-172.0,784.0
325,1665742485327,8404.0,148.0,680.0
326,1665742485328,8436.0,-24.0,696.0
327,1665742485331,8744.0,236.0,740.0
328,1665742485335,8076.0,-240.0,588.0
329,1665742485335,8712.0,408.0,976.0
330,1665742485339,8536.0,-92.0,704.0
331,1665742485339,8344.0,28.0,720.0
332,1665742485342,8596.0,100.0,892.0
333,1665742485344,8516.0,-184.0,556.0
334,1665742485346,8360.0,188.0,628.0
335,1665742485348,8452.0,-192.0,660.0
336,1665742485350,8464.0,296.0,664.0
337,1665742485353,8260.0,216.0,652.0
338,1665742485354,8600.0,-272.0,908.0
339,1665742485358,8276.0,-208.0,708.0
340,1665742485359,8560.0,152.0,780.0
341,1665742485361,8704.0,-252.0,652.0
342,1665742485365,8440.0,308.0,572.0
343,1665742485365,8688.0,196.0,872.0
344,1665742485369,8620.0,-192.0,588.0
345,1665742485371,8396.0,400.0,796.0
346,1665742485372,8344.0,-224.0,552.0
347,1665742485375,8596.0,-84.0,512.0
348,1665742485376,8532.0,328.0,908.0
349,1665742485379,8452.0,-380.0,444.0
350,1665742485382,8332.0,336.0,852.0
351,1665742485383,8336.0,4.0,828.0
352,1665742485385,8620.0,-168.0,680.0
353,1665742485389,8276.0,224.0,792.0
354,1665742485389,8524.0,-24.0,596.0
355,1665742485392,8428.0,132.0,704.0
356,1665742485395,8372.0,108.0,840.0
357,1665742485396,8296.0,-144.0,700.0
358,1665742485399,8608.0,60.0,700.0
359,1665742485401,8380.0,140.0,688.0
360,1665742485403,8212.0,-72.0,796.0
361,1665742485406,8616.0,-8.0,652.0
362,1665742485407,8580.0,156.0,732.0
363,1665742485410,8508.0,24.0,768.0
364,1665742485413,8288.0,-168.0,784.0
365,1665742485413,8532.0,84.0,716.0
366,1665742485415,8500.0,-212.0,624.0
367,1665742485418,8604.0,24.0,792.0
368,1665742485420,8556.0,300.0,736.0
369,1665742485422,8208.0,-108.0,604.0
370,1665742485425,8752.0,320.0,760.0
371,1665742485427,8480.0,-96.0,692.0
372,1665742485429,8416.0,-20.0,772.0
373,1665742485432,8692.0,144.0,868.0
374,1665742485434,8504.0,-188.0,688.0
375,1665742485435,8392.0,148.0,812.0
376,1665742485439,8744.0,-40.0,876.0
377,1665742485440,8592.0,228.0,636.0
378,1665742485443,8300.0,0.0,852.0
379,1665742485444,8588.0,108.0,656.0
380,1665742485448,8492.0,-12.0,680.0
381,1665742485448,8364.0,-44.0,640.0
382,1665742485453,8536.0,180.0,824.0
383,1665742485454,8320.0,-428.0,776.0
384,1665742485455,8656.0,268.0,776.0
385,1665742485458,8612.0,4.0,616.0
386,1665742485460,8444.0,136.0,648.0
387,1665742485462,8364.0,76.0,816.0
388,1665742485463,8768.0,-44.0,620.0
389,1665742485467,8316.0,-140.0,740.0
390,1665742485471,8376.0,-48.0,704.0
391,1665742485471,8648.0,136.0,828.0
392,1665742485474,8312.0,-24.0,568.0
393,1665742485475,8548.0,140.0,800.0
394,1665742485477,8424.0,-244.0,756.0
395,1665742485479,8436.0,392.0,732.0
396,1665742485483,8212.0,-88.0,584.0
397,1665742485485,8688.0,-152.0,500.0
398,1665742485486,8472.0,32.0,796.0
399,1665742485489,8428.0,-204.0,744.0
400,1665742485490,8424.0,160.0,852.0
401,1665742485493,8340.0,112.0,664.0
402,1665742485495,8652.0,-76.0,752.0
403,1665742485498,8384.0,32.0,660.0
404,1665742485499,8320.0,-60.0,676.0
405,1665742485501,8616.0,40.0,716.0
406,1665742485504,8328.0,-56.0,532.0
407,1665742485506,8288.0,4.0,716.0
408,1665742485508,8404.0,-72.0,628.0
409,1665742485510,8812.0,284.0,876.0
410,1665742485512,8344.0,-156.0,664.0
411,1665742485513,8424.0,-116.0,816.0
412,1665742485517,8420.0,68.0,560.0
413,1665742485520,8772.0,128.0,676.0
414,1665742485522,8024.0,-248.0,612.0
415,1665742485524,8576.0,292.0,828.0
416,1665742485527,8480.0,-276.0,692.0
417,1665742485528,8508.0,336.0,716.0
418,1665742485531,8588.0,280.0,860.0
419,1665742485532,8388.0,-328.0,652.0
420,1665742485536,8512.0,192.0,724.0
421,1665742485536,8600.0,76.0,900.0
422,1665742485539,8380.0,-176.0,604.0
423,1665742485542,8412.0,304.0,824.0
424,1665742485543,8384.0,-280.0,732.0
425,1665742485546,8400.0,240.0,548.0
426,1665742485547,8240.0,-72.0,624.0
427,1665742485551,8584.0,-116.0,820.0
428,1665742485553,8328.0,-28.0,696.0
429,1665742485554,8528.0,-44.0,844.0
430,1665742485557,8272.0,-96.0,508.0
431,1665742485558,8728.0,28.0,836.0
432,1665742485562,8660.0,-20.0,908.0
433,1665742485564,8448.0,-88.0,712.0
434,1665742485565,8416.0,32.0,692.0
435,1665742485570,8660.0,132.0,764.0
436,1665742485570,8400.0,-248.0,628.0
437,1665742485572,8288.0,100.0,792.0
438,1665742485575,8632.0,-140.0,600.0
439,1665742485576,8320.0,-76.0,836.0
440,1665742485579,8568.0,216.0,736.0
441,1665742485580,8664.0,212.0,764.0
442,1665742485583,8100.0,-124.0,660.0
443,1665742485585,8524.0,56.0,692.0
444,1665742485588,8304.0,-200.0,748.0
445,1665742485589,8636.0,-88.0,588.0
446,1665742485592,8428.0,-68.0,956.0
447,1665742485594,8484.0,-360.0,728.0
448,1665742485596,8572.0,152.0,896.0
449,1665742485599,8580.0,-36.0,912.0
450,1665742485600,8424.0,280.0,720.0
451,1665742485602,8156.0,-144.0,716.0
452,1665742485603,8808.0,-68.0,676.0
453,1665742485608,8116.0,76.0,752.0
454,1665742485609,8356.0,-56.0,928.0
455,1665742485611,8364.0,-176.0,532.0
456,1665742485613,8528.0,232.0,936.0
457,1665742485615,8352.0,-120.0,516.0
458,1665742485619,8632.0,144.0,672.0
459,1665742485621,8104.0,-160.0,592.0
460,1665742485622,8332.0,16.0,572.0
461,1665742485626,8548.0,64.0,744.0
462,1665742485626,8296.0,-28.0,680.0
463,1665742485629,8524.0,-8.0,760.0
464,1665742485631,8432.0,172.0,744.0
465,1665742485634,8572.0,-44.0,916.0
466,1665742485635,8484.0,-68.0,488.0
467,1665742485639,8408.0,-88.0,804.0
468,1665742485639,8320.0,-56.0,740.0
469,1665742485642,8212.0,-236.0,492.0
470,1665742485644,8664.0,180.0,712.0
471,1665742485646,8264.0,-28.0,596.0
472,1665742485649,8492.0,-156.0,540.0
473,1665742485650,8572.0,252.0,664.0
474,1665742485654,8656.0,-76.0,816.0
475,1665742485656,8548.0,-156.0,720.0
476,1665742485657,8588.0,312.0,944.0
477,1665742485660,8376.0,-152.0,540.0
478,1665742485662,8328.0,32.0,664.0
479,1665742485664,8592.0,-24.0,848.0
480,1665742485666,8388.0,-104.0,688.0
481,1665742485667,8828.0,4.0,804.0
482,1665742485671,8392.0,320.0,712.0
483,1665742485672,8376.0,-232.0,652.0
484,1665742485676,8624.0,212.0,896.0
485,1665742485677,8484.0,76.0,660.0
486,1665742485679,8628.0,-272.0,752.0
487,1665742485682,8408.0,180.0,864.0
488,1665742485684,8488.0,-76.0,736.0
489,1665742485685,8520.0,-72.0,732.0
490,1665742485689,8368.0,156.0,748.0
491,1665742485690,8420.0,132.0,672.0
492,1665742485692,8364.0,-92.0,488.0
493,1665742485696,8660.0,120.0,852.0
494,1665742485696,8380.0,-32.0,716.0
495,1665742485700,8588.0,-244.0,684.0
496,1665742485702,8728.0,72.0,800.0
497,1665742485704,8340.0,-140.0,604.0
498,1665742485706,8456.0,-12.0,668.0
499,1665742485708,8492.0,60.0,804.0
500,1665742485710,8696.0,-80.0,544.0
501,1665742485712,8160.0,-12.0,616.0
502,1665742485715,8560.0,-168.0,640.0
503,1665742485717,8428.0,-116.0,540.0
504,1665742485718,8400.0,-8.0,612.0
505,1665742485722,8644.0,168.0,924.0
506,1665742485723,8572.0,28.0,744.0
507,1665742485725,8496.0,200.0,844.0
508,1665742485727,8476.0,-204.0,668.0
509,1665742485731,8424.0,260.0,724.0
510,1665742485733,8464.0,256.0,804.0
511,1665742485734,8788.0,496.0,724.0
512,1665742485736,8400.0,-272.0,860.0
513,1665742485738,8772.0,116.0,952.0
514,1665742485741,8748.0,-140.0,1016.0
515,1665742485743,8136.0,-364.0,532.0
516,1665742485745,8564.0,140.0,672.0
517,1665742485748,8496.0,-356.0,624.0
518,1665742485749,8412.0,244.0,744.0
519,1665742485751,8372.0,-196.0,884.0
520,1665742485755,8384.0,-76.0,784.0
521,1665742485757,8544.0,424.0,820.0
522,1665742485758,8572.0,-356.0,544.0
523,1665742485760,8384.0,512.0,744.0
524,1665742485762,8444.0,-60.0,904.0
525,1665742485766,8600.0,-172.0,748.0
526,1665742485768,8268.0,208.0,820.0
527,1665742485769,8460.0,-300.0,572.0
528,1665742485772,8600.0,264.0,872.0
529,1665742485774,8616.0,200.0,772.0
530,1665742485775,8420.0,-204.0,720.0
531,1665742485778,8620.0,80.0,692.0
532,1665742485781,8468.0,104.0,712.0
533,1665742485782,8400.0,32.0,904.0
534,1665742485784,8344.0,-52.0,832.0
535,1665742485787,8500.0,72.0,788.0
536,1665742485790,8560.0,-104.0,592.0
537,1665742485792,8188.0,72.0,844.0
538,1665742485793,8688.0,-144.0,748.0
539,1665742485796,8428.0,-124.0,572.0
540,1665742485798,8500.0,216.0,768.0
541,1665742485800,8692.0,100.0,804.0
542,1665742485803,8156.0,-228.0,640.0
543,1665742485804,8516.0,-140.0,868.0
544,1665742485807,8424.0,-124.0,720.0
545,1665742485810,8284.0,-28.0,544.0
546,1665742485810,8696.0,248.0,636.0
547,1665742485813,8488.0,-240.0,812.0
548,1665742485815,8336.0,40.0,820.0
549,1665742485818,8628.0,56.0,876.0
550,1665742485819,8268.0,-96.0,396.0
551,1665742485822,8284.0,200.0,780.0
552,1665742485825,8696.0,-184.0,640.0
553,1665742485826,8460.0,8.0,764.0
554,1665742485828,8344.0,-76.0,672.0
555,1665742485831,8752.0,224.0,816.0
556,1665742485835,8148.0,-288.0,640.0
557,1665742485836,8480.0,0.0,836.0
558,1665742485837,8492.0,-72.0,644.0
559,1665742485839,8264.0,-20.0,708.0
560,1665742485842,8516.0,132.0,700.0
561,1665742485845,8584.0,-48.0,712.0
562,1665742485846,8020.0,4.0,656.0
563,1665742485849,8472.0,-88.0,772.0
564,1665742485850,8748.0,256.0,772.0
565,1665742485852,8172.0,-152.0,588.0
566,1665742485855,8608.0,152.0,780.0
567,1665742485857,8404.0,-224.0,692.0
568,1665742485859,8312.0,256.0,580.0
569,1665742485861,8416.0,140.0,812.0
570,1665742485864,8460.0,-188.0,652.0
571,1665742485865,8280.0,152.0,756.0
572,1665742485868,8492.0,-48.0,672.0
573,1665742485870,8244.0,328.0,732.0
574,1665742485872,8144.0,100.0,616.0
575,1665742485874,8640.0,-316.0,496.0
576,1665742485876,8012.0,168.0,684.0
577,1665742485879,8328.0,-152.0,520.0
578,1665742485881,8676.0,64.0,920.0
579,1665742485882,8264.0,-32.0,684.0
580,1665742485886,8524.0,-32.0,824.0
581,1665742485887,8688.0,-16.0,812.0
582,1665742485889,8760.0,332.0,736.0
583,1665742485892,8156.0,-36.0,624.0
584,1665742485896,8464.0,-196.0,680.0
585,1665742485896,8276.0,20.0,944.0
586,1665742485898,8672.0,-28.0,676.0
587,1665742485902,8236.0,0.0,628.0
588,1665742485903,8356.0,280.0,968.0
589,1665742485905,8628.0,-176.0,664.0
590,1665742485907,8508.0,240.0,788.0
591,1665742485910,8556.0,44.0,816.0
592,1665742485911,8288.0,-216.0,608.0
593,1665742485915,8456.0,-80.0,652.0
594,1665742485916,8444.0,-204.0,756.0
595,1665742485918,8600.0,-52.0,616.0
596,1665742485920,8732.0,468.0,772.0
597,1665742485922,8292.0,-444.0,728.0
598,1665742485925,8772.0,296.0,532.0
599,1665742485927,8544.0,92.0,556.0
600,1665742485929,8528.0,-120.0,732.0
601,1665742485932,8392.0,136.0,608.0
602,1665742485934,8444.0,-44.0,612.0
603,1665742485936,8444.0,-180.0,816.0
604,1665742485938,8584.0,184.0,732.0
605,1665742485941,8600.0,40.0,692.0
606,1665742485943,8416.0,60.0,784.0
607,1665742485946,8592.0,92.0,612.0
608,1665742485947,8444.0,-160.0,708.0
609,1665742485949,8284.0,144.0,644.0
610,1665742485952,8212.0,-60.0,840.0
611,1665742485953,8516.0,-80.0,572.0
612,1665742485956,8424.0,-24.0,692.0
613,1665742485958,8588.0,-132.0,780.0
614,1665742485961,8616.0,332.0,800.0
615,1665742485962,8236.0,24.0,700.0
616,1665742485966,8568.0,64.0,732.0
617,1665742485966,8592.0,72.0,748.0
618,1665742485969,8368.0,-160.0,772.0
619,1665742485972,8568.0,112.0,840.0
620,1665742485973,8476.0,-236.0,704.0
621,1665742485975,8688.0,204.0,856.0
622,1665742485978,8500.0,-224.0,712.0
623,1665742485981,8320.0,208.0,500.0
624,1665742485983,8304.0,-152.0,736.0
625,1665742485984,8764.0,-80.0,604.0
626,1665742485986,8224.0,-76.0,660.0
627,1665742485989,8516.0,-120.0,736.0
628,1665742485992,8456.0,44.0,620.0
629,1665742485993,8428.0,116.0,776.0
630,1665742485994,8480.0,-60.0,548.0
631,1665742485998,8468.0,140.0,768.0
632,1665742486000,8720.0,180.0,824.0
633,1665742486002,8436.0,-36.0,780.0
634,1665742486004,8548.0,48.0,736.0
635,1665742486007,8432.0,8.0,668.0
636,1665742486008,8416.0,-28.0,708.0
637,1665742486009,8524.0,140.0,736.0
638,1665742486013,8376.0,120.0,744.0
639,1665742486016,8620.0,-16.0,888.0
640,1665742486018,8508.0,-224.0,840.0
641,1665742486019,8324.0,264.0,644.0
642,1665742486022,8220.0,-340.0,652.0
643,1665742486025,8432.0,16.0,660.0
644,1665742486027,8368.0,144.0,752.0
