Sample Number (10000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),X_axis (),Y_axis (),Z_axis ()
242,1665740024084,8472.0,-188.0,612.0
243,1665740024085,8428.0,-92.0,808.0
244,1665740024089,8480.0,-176.0,644.0
245,1665740024091,8580.0,-152.0,660.0
246,1665740024093,8448.0,-144.0,852.0
247,1665740024095,8548.0,-100.0,636.0
248,1665740024097,8436.0,-88.0,788.0
249,1665740024099,8464.0,-116.0,796.0
250,1665740024102,8384.0,-196.0,748.0
251,1665740024104,8508.0,-156.0,800.0
252,1665740024106,8460.0,-104.0,948.0
253,1665740024108,8552.0,-132.0,660.0
254,1665740024110,8428.0,-208.0,636.0
255,1665740024113,8396.0,-168.0,832.0
256,1665740024115,8456.0,-152.0,788.0
257,1665740024117,8436.0,-64.0,752.0
258,1665740024119,8476.0,-124.0,760.0
259,1665740024121,8488.0,-152.0,688.0
260,1665740024123,8432.0,-176.0,776.0
261,1665740024126,8516.0,-156.0,824.0
262,1665740024128,8480.0,-120.0,764.0
263,1665740024130,8488.0,-112.0,764.0
264,1665740024132,8484.0,-140.0,548.0
265,1665740024134,8456.0,-120.0,748.0
266,1665740024137,8392.0,-72.0,752.0
267,1665740024139,8400.0,-176.0,592.0
268,1665740024141,8532.0,-152.0,704.0
269,1665740024142,8480.0,-264.0,624.0
270,1665740024145,8448.0,-148.0,840.0
271,1665740024148,8392.0,-104.0,624.0
272,1665740024149,8428.0,-176.0,680.0
273,1665740024152,8428.0,-168.0,820.0
274,1665740024154,8484.0,-96.0,604.0
275,1665740024156,8476.0,-96.0,796.0
276,1665740024158,8436.0,-108.0,792.0
277,1665740024161,8516.0,-228.0,628.0
278,1665740024165,8552.0,-184.0,672.0
279,1665740024165,8408.0,-64.0,784.0
280,1665740024168,8484.0,-68.0,688.0
281,1665740024170,8432.0,-192.0,528.0
282,1665740024171,8608.0,-224.0,788.0
283,1665740024174,8548.0,-160.0,640.0
284,1665740024175,8376.0,-124.0,568.0
285,1665740024178,8468.0,-152.0,864.0
286,1665740024182,8540.0,-128.0,808.0
287,1665740024183,8508.0,-240.0,692.0
288,1665740024185,8464.0,-172.0,744.0
289,1665740024187,8400.0,-108.0,736.0
290,1665740024189,8452.0,-132.0,588.0
291,1665740024191,8488.0,-128.0,816.0
292,1665740024194,8496.0,-172.0,808.0
293,1665740024195,8368.0,-68.0,620.0
294,1665740024200,8424.0,-92.0,856.0
295,1665740024200,8364.0,-120.0,780.0
296,1665740024203,8460.0,-176.0,792.0
297,1665740024205,8544.0,-132.0,696.0
298,1665740024207,8420.0,-64.0,596.0
299,1665740024208,8452.0,-12.0,696.0
300,1665740024212,8488.0,-104.0,744.0
301,1665740024212,8464.0,-180.0,748.0
302,1665740024216,8472.0,-32.0,644.0
303,1665740024220,8544.0,-120.0,676.0
304,1665740024220,8488.0,-136.0,492.0
305,1665740024222,8532.0,-108.0,804.0
306,1665740024224,8472.0,-120.0,788.0
307,1665740024227,8428.0,-68.0,764.0
308,1665740024229,8456.0,-104.0,804.0
309,1665740024231,8488.0,-152.0,644.0
310,1665740024233,8532.0,-104.0,684.0
311,1665740024236,8500.0,-80.0,800.0
312,1665740024236,8504.0,-116.0,772.0
313,1665740024240,8444.0,-292.0,772.0
314,1665740024242,8536.0,-156.0,712.0
315,1665740024244,8520.0,-152.0,652.0
316,1665740024246,8372.0,-120.0,804.0
317,1665740024247,8416.0,-184.0,824.0
318,1665740024251,8460.0,-236.0,644.0
319,1665740024252,8480.0,-164.0,640.0
320,1665740024255,8420.0,-124.0,736.0
321,1665740024258,8516.0,-52.0,692.0
322,1665740024259,8448.0,-88.0,708.0
323,1665740024262,8532.0,-212.0,756.0
324,1665740024264,8588.0,-144.0,716.0
325,1665740024266,8428.0,-168.0,712.0
326,1665740024268,8460.0,-184.0,756.0
327,1665740024270,8520.0,-188.0,748.0
328,1665740024272,8496.0,-160.0,772.0
329,1665740024275,8416.0,-32.0,748.0
330,1665740024276,8452.0,-72.0,600.0
331,1665740024279,8424.0,-84.0,676.0
332,1665740024283,8484.0,-80.0,752.0
333,1665740024283,8536.0,-148.0,752.0
334,1665740024286,8480.0,-132.0,692.0
335,1665740024289,8456.0,-140.0,624.0
336,1665740024289,8400.0,-152.0,724.0
337,1665740024292,8500.0,-232.0,636.0
338,1665740024295,8444.0,-192.0,800.0
339,1665740024299,8328.0,-128.0,836.0
340,1665740024299,8468.0,-84.0,448.0
341,1665740024302,8448.0,-140.0,700.0
342,1665740024302,8444.0,-116.0,724.0
343,1665740024305,8456.0,-120.0,720.0
344,1665740024308,8492.0,-184.0,672.0
345,1665740024311,8516.0,-156.0,708.0
346,1665740024312,8496.0,-216.0,920.0
347,1665740024315,8524.0,-152.0,752.0
348,1665740024318,8392.0,-216.0,892.0
349,1665740024319,8532.0,-220.0,728.0
350,1665740024320,8456.0,-168.0,756.0
351,1665740024323,8544.0,-172.0,748.0
352,1665740024325,8472.0,-116.0,652.0
353,1665740024327,8468.0,-100.0,652.0
354,1665740024330,8332.0,-132.0,796.0
355,1665740024332,8436.0,-132.0,748.0
356,1665740024333,8576.0,-80.0,684.0
357,1665740024336,8460.0,-40.0,656.0
358,1665740024339,8516.0,-144.0,692.0
359,1665740024341,8512.0,-100.0,752.0
360,1665740024342,8464.0,-148.0,660.0
361,1665740024347,8472.0,-124.0,744.0
362,1665740024347,8452.0,-208.0,796.0
363,1665740024350,8436.0,-112.0,808.0
364,1665740024352,8464.0,-176.0,860.0
365,1665740024353,8420.0,-84.0,736.0
366,1665740024356,8492.0,-80.0,652.0
367,1665740024359,8464.0,-196.0,816.0
368,1665740024362,8436.0,-52.0,728.0
369,1665740024363,8464.0,-196.0,700.0
370,1665740024365,8456.0,-160.0,740.0
371,1665740024367,8548.0,-96.0,724.0
372,1665740024369,8448.0,-224.0,604.0
373,1665740024371,8396.0,-184.0,868.0
374,1665740024373,8440.0,-128.0,668.0
375,1665740024377,8404.0,-204.0,672.0
376,1665740024377,8532.0,-144.0,692.0
377,1665740024380,8408.0,-200.0,672.0
378,1665740024383,8408.0,-116.0,740.0
379,1665740024384,8444.0,-92.0,756.0
380,1665740024386,8460.0,-148.0,644.0
381,1665740024389,8404.0,-120.0,660.0
382,1665740024391,8480.0,-132.0,684.0
383,1665740024393,8460.0,-144.0,728.0
384,1665740024395,8452.0,-100.0,764.0
385,1665740024398,8452.0,-104.0,520.0
386,1665740024400,8524.0,-96.0,752.0
387,1665740024402,8468.0,-152.0,764.0
388,1665740024403,8448.0,-68.0,752.0
389,1665740024406,8472.0,-60.0,676.0
390,1665740024408,8492.0,-164.0,684.0
391,1665740024410,8448.0,-228.0,744.0
392,1665740024412,8420.0,-140.0,668.0
393,1665740024415,8484.0,-116.0,764.0
394,1665740024418,8504.0,-100.0,812.0
395,1665740024420,8452.0,-108.0,652.0
396,1665740024422,8460.0,-100.0,712.0
397,1665740024423,8428.0,-72.0,816.0
398,1665740024426,8472.0,-140.0,792.0
399,1665740024429,8520.0,-136.0,612.0
400,1665740024431,8440.0,-120.0,896.0
401,1665740024432,8432.0,-152.0,756.0
402,1665740024434,8548.0,-224.0,628.0
403,1665740024437,8500.0,-108.0,640.0
404,1665740024439,8480.0,-148.0,712.0
405,1665740024441,8504.0,-196.0,756.0
406,1665740024444,8436.0,-72.0,664.0
407,1665740024445,8340.0,-152.0,664.0
408,1665740024447,8460.0,-180.0,736.0
409,1665740024449,8520.0,-180.0,856.0
410,1665740024452,8436.0,-208.0,736.0
411,1665740024455,8428.0,-104.0,644.0
412,1665740024456,8552.0,-128.0,740.0
413,1665740024458,8416.0,-80.0,724.0
414,1665740024460,8508.0,-72.0,696.0
415,1665740024463,8452.0,-72.0,736.0
416,1665740024465,8580.0,-212.0,884.0
417,1665740024468,8544.0,-148.0,648.0
418,1665740024471,8444.0,-96.0,704.0
419,1665740024471,8512.0,-56.0,836.0
420,1665740024474,8508.0,-136.0,792.0
421,1665740024476,8452.0,-136.0,716.0
422,1665740024479,8504.0,-80.0,708.0
423,1665740024483,8460.0,-200.0,772.0
424,1665740024483,8476.0,-132.0,628.0
425,1665740024485,8508.0,-128.0,728.0
426,1665740024488,8464.0,-196.0,732.0
427,1665740024490,8472.0,-96.0,708.0
428,1665740024493,8408.0,-172.0,776.0
429,1665740024493,8528.0,-212.0,768.0
430,1665740024496,8444.0,-56.0,792.0
431,1665740024499,8472.0,-168.0,816.0
432,1665740024502,8436.0,-176.0,776.0
433,1665740024503,8484.0,-44.0,744.0
434,1665740024505,8460.0,-148.0,624.0
435,1665740024508,8560.0,-160.0,676.0
436,1665740024510,8540.0,-48.0,724.0
437,1665740024512,8500.0,-140.0,624.0
438,1665740024514,8452.0,-208.0,632.0
439,1665740024516,8500.0,-192.0,736.0
440,1665740024519,8516.0,-144.0,792.0
441,1665740024521,8516.0,-48.0,752.0
442,1665740024523,8444.0,-196.0,716.0
443,1665740024524,8504.0,-76.0,696.0
444,1665740024526,8616.0,-148.0,704.0
445,1665740024531,8524.0,-136.0,808.0
446,1665740024532,8408.0,-216.0,880.0
447,1665740024533,8492.0,-176.0,748.0
448,1665740024536,8448.0,-188.0,792.0
449,1665740024539,8552.0,-104.0,772.0
450,1665740024540,8460.0,-176.0,660.0
451,1665740024543,8628.0,-152.0,852.0
452,1665740024545,8420.0,-80.0,788.0
453,1665740024546,8572.0,-76.0,756.0
454,1665740024549,8364.0,-136.0,788.0
455,1665740024551,8520.0,-192.0,732.0
456,1665740024554,8480.0,-136.0,616.0
457,1665740024556,8444.0,-104.0,604.0
458,1665740024558,8516.0,-80.0,728.0
459,1665740024561,8416.0,-64.0,756.0
460,1665740024562,8500.0,-200.0,732.0
461,1665740024565,8512.0,-132.0,792.0
462,1665740024567,8472.0,-96.0,924.0
463,1665740024569,8544.0,-124.0,784.0
464,1665740024572,8520.0,-88.0,724.0
465,1665740024572,8472.0,-192.0,744.0
466,1665740024575,8508.0,-108.0,656.0
467,1665740024578,8444.0,-116.0,776.0
468,1665740024580,8500.0,-124.0,812.0
469,1665740024582,8480.0,-128.0,784.0
470,1665740024584,8360.0,-140.0,612.0
471,1665740024587,8448.0,-160.0,944.0
472,1665740024589,8464.0,-108.0,812.0
473,1665740024591,8436.0,-224.0,732.0
474,1665740024595,8380.0,-48.0,768.0
475,1665740024595,8544.0,-120.0,840.0
476,1665740024598,8460.0,-72.0,848.0
477,1665740024600,8532.0,-180.0,756.0
478,1665740024602,8404.0,-208.0,624.0
479,1665740024603,8372.0,-96.0,600.0
480,1665740024605,8500.0,-56.0,704.0
481,1665740024608,8532.0,-168.0,784.0
482,1665740024611,8528.0,-108.0,768.0
483,1665740024613,8500.0,-160.0,792.0
484,1665740024614,8396.0,-200.0,872.0
485,1665740024617,8596.0,-76.0,944.0
486,1665740024618,8460.0,-180.0,612.0
487,1665740024622,8496.0,-192.0,720.0
488,1665740024624,8452.0,-184.0,704.0
489,1665740024625,8432.0,-188.0,592.0
490,1665740024627,8448.0,-196.0,712.0
491,1665740024630,8560.0,-168.0,876.0
492,1665740024633,8492.0,-184.0,656.0
493,1665740024636,8460.0,-164.0,840.0
494,1665740024637,8524.0,-128.0,820.0
495,1665740024639,8552.0,-200.0,724.0
496,1665740024641,8508.0,-168.0,712.0
497,1665740024645,8564.0,-168.0,776.0
498,1665740024645,8500.0,-64.0,724.0
499,1665740024648,8496.0,-128.0,788.0
500,1665740024650,8540.0,-148.0,672.0
501,1665740024652,8468.0,-64.0,748.0
502,1665740024655,8436.0,-92.0,704.0
503,1665740024656,8512.0,-204.0,904.0
504,1665740024659,8376.0,-176.0,744.0
505,1665740024660,8540.0,-168.0,676.0
506,1665740024664,8452.0,-220.0,696.0
507,1665740024664,8528.0,-140.0,696.0
508,1665740024668,8492.0,-232.0,796.0
509,1665740024670,8424.0,-116.0,732.0
510,1665740024672,8460.0,-152.0,756.0
511,1665740024675,8400.0,-84.0,892.0
512,1665740024676,8396.0,-160.0,684.0
513,1665740024678,8504.0,-160.0,736.0
514,1665740024681,8432.0,-220.0,672.0
515,1665740024683,8484.0,-100.0,664.0
516,1665740024684,8492.0,-132.0,712.0
517,1665740024686,8476.0,-204.0,652.0
518,1665740024689,8516.0,-140.0,580.0
519,1665740024692,8488.0,-184.0,644.0
520,1665740024694,8428.0,-168.0,508.0
521,1665740024698,8420.0,-104.0,772.0
522,1665740024698,8404.0,-124.0,716.0
523,1665740024701,8516.0,-148.0,760.0
524,1665740024703,8428.0,-136.0,736.0
525,1665740024705,8452.0,-148.0,756.0
526,1665740024707,8440.0,-68.0,824.0
527,1665740024709,8560.0,-128.0,644.0
528,1665740024713,8532.0,-188.0,648.0
529,1665740024714,8452.0,-144.0,652.0
530,1665740024716,8504.0,-116.0,772.0
531,1665740024719,8380.0,-76.0,692.0
532,1665740024720,8544.0,-104.0,772.0
533,1665740024722,8520.0,-228.0,820.0
534,1665740024724,8552.0,-100.0,728.0
535,1665740024727,8436.0,-164.0,720.0
536,1665740024728,8508.0,-244.0,744.0
537,1665740024731,8544.0,-160.0,620.0
538,1665740024734,8484.0,-100.0,780.0
539,1665740024735,8468.0,-76.0,676.0
540,1665740024739,8464.0,-132.0,800.0
541,1665740024739,8408.0,-132.0,732.0
542,1665740024742,8400.0,-156.0,696.0
543,1665740024744,8420.0,-192.0,832.0
544,1665740024747,8412.0,-96.0,644.0
545,1665740024749,8496.0,-92.0,768.0
546,1665740024753,8504.0,-208.0,904.0
547,1665740024753,8444.0,-132.0,680.0
548,1665740024755,8532.0,-24.0,848.0
549,1665740024757,8480.0,-200.0,756.0
550,1665740024761,8492.0,-176.0,664.0
551,1665740024761,8460.0,-124.0,600.0
552,1665740024766,8468.0,-36.0,832.0
553,1665740024768,8336.0,-88.0,624.0
554,1665740024769,8500.0,-144.0,700.0
555,1665740024771,8404.0,-152.0,696.0
556,1665740024773,8464.0,-156.0,688.0
557,1665740024774,8400.0,-196.0,784.0
558,1665740024778,8388.0,-112.0,720.0
559,1665740024780,8472.0,-52.0,700.0
560,1665740024782,8532.0,-216.0,716.0
561,1665740024784,8480.0,-108.0,656.0
562,1665740024785,8496.0,-108.0,848.0
563,1665740024789,8396.0,-132.0,652.0
564,1665740024791,8584.0,-40.0,884.0
565,1665740024793,8488.0,-148.0,760.0
566,1665740024794,8432.0,-128.0,772.0
567,1665740024797,8472.0,-116.0,796.0
568,1665740024801,8532.0,-140.0,728.0
569,1665740024802,8464.0,-272.0,640.0
570,1665740024804,8488.0,-152.0,696.0
571,1665740024805,8460.0,-76.0,732.0
572,1665740024809,8488.0,-52.0,704.0
573,1665740024809,8532.0,-176.0,720.0
574,1665740024812,8504.0,-188.0,796.0
575,1665740024814,8428.0,-104.0,860.0
576,1665740024817,8464.0,-20.0,776.0
577,1665740024819,8444.0,-124.0,584.0
578,1665740024822,8444.0,-76.0,776.0
579,1665740024823,8444.0,-100.0,720.0
580,1665740024825,8376.0,-88.0,572.0
581,1665740024827,8440.0,-188.0,712.0
582,1665740024831,8560.0,-224.0,708.0
583,1665740024832,8452.0,-132.0,744.0
584,1665740024834,8496.0,-112.0,744.0
585,1665740024837,8428.0,-116.0,784.0
586,1665740024839,8448.0,-40.0,704.0
587,1665740024841,8460.0,-120.0,708.0
588,1665740024843,8444.0,-176.0,804.0
589,1665740024846,8428.0,-124.0,736.0
590,1665740024848,8492.0,-148.0,664.0
591,1665740024850,8524.0,-148.0,664.0
592,1665740024852,8504.0,-268.0,736.0
593,1665740024854,8532.0,-104.0,724.0
594,1665740024856,8492.0,-104.0,688.0
595,1665740024859,8520.0,-140.0,760.0
596,1665740024861,8520.0,-160.0,852.0
597,1665740024863,8416.0,-224.0,784.0
598,1665740024866,8552.0,-128.0,716.0
599,1665740024866,8408.0,-128.0,728.0
600,1665740024869,8392.0,-84.0,700.0
601,1665740024871,8396.0,-204.0,720.0
602,1665740024875,8472.0,-108.0,704.0
603,1665740024875,8488.0,-60.0,772.0
604,1665740024879,8456.0,-136.0,604.0
605,1665740024881,8440.0,-140.0,624.0
606,1665740024882,8500.0,-112.0,796.0
607,1665740024885,8496.0,-104.0,776.0
608,1665740024887,8432.0,-92.0,820.0
609,1665740024889,8476.0,-140.0,756.0
610,1665740024892,8436.0,-156.0,700.0
611,1665740024894,8492.0,-184.0,756.0
612,1665740024896,8496.0,-160.0,744.0
613,1665740024898,8456.0,-188.0,740.0
614,1665740024900,8408.0,-132.0,608.0
615,1665740024903,8508.0,-140.0,764.0
616,1665740024905,8496.0,-136.0,816.0
617,1665740024906,8460.0,-140.0,716.0
618,1665740024909,8508.0,-124.0,700.0
619,1665740024911,8444.0,-212.0,796.0
620,1665740024914,8420.0,-156.0,784.0
621,1665740024916,8552.0,-24.0,740.0
622,1665740024918,8464.0,-192.0,668.0
623,1665740024920,8448.0,-160.0,792.0
624,1665740024922,8436.0,-196.0,664.0
625,1665740024926,8428.0,-184.0,916.0
626,1665740024927,8560.0,-52.0,660.0
627,1665740024929,8384.0,-184.0,832.0
628,1665740024931,8332.0,-220.0,716.0
629,1665740024934,8488.0,-120.0,636.0
