MicroEMSIM SPAf Data: 
num_rev 	21
num_theta 	180
PloughingZone Area: theta Ap1 Ap2 .. 
0	0	2.66291e-007	1.19096e-007	0	2.47533e-007	1.1147e-007	0	1.72083e-007	8.8802e-008	0	1.16004e-007	6.8869e-008	0	4.35332e-008	4.43953e-008	0	0	2.36561e-008	0	0	
1	0	0	2.15969e-007	0	1.12029e-007	2.2341e-007	0	9.17536e-008	2.11006e-007	0	4.91067e-008	1.96714e-007	0	0	1.74325e-007	0	0	1.53987e-007	0	0	
2	8.63435e-008	0	2.36434e-007	1.05223e-008	0	3.00711e-007	0	0	3.18771e-007	0	0	3.15901e-007	0	0	3.00997e-007	0	0	2.83074e-007	0	0	
3	1.97953e-007	0	2.47865e-007	1.20417e-007	0	3.15412e-007	3.90597e-008	0	3.76149e-007	0	0	4.19717e-007	0	0	4.17224e-007	0	0	4.08479e-007	0	0	
4	3.07465e-007	0	2.59689e-007	2.30531e-007	0	3.28493e-007	1.48141e-007	0	3.92633e-007	7.0225e-008	0	4.56261e-007	8.54589e-010	0	5.17117e-007	0	0	5.23868e-007	0	0	
5	4.13045e-007	0	2.73493e-007	3.39012e-007	0	3.41505e-007	2.58033e-007	0	4.07074e-007	1.77595e-007	0	4.74125e-007	2.00434e-007	0	5.55168e-007	3.64329e-008	0	5.89329e-007	0	3.21694e-008	
6	5.12626e-007	0	2.9064e-007	4.43926e-007	0	3.55981e-007	3.66849e-007	0	4.20982e-007	2.86359e-007	0	4.89344e-007	2.10017e-007	0	5.50503e-007	1.30416e-007	0	6.12929e-007	6.88814e-008	2.45129e-008	
7	6.02162e-007	0	3.11292e-007	5.42651e-007	0	3.73022e-007	4.72519e-007	0	4.35802e-007	3.94593e-007	0	5.03384e-007	3.18377e-007	0	5.664e-007	2.35276e-007	0	6.32947e-007	1.67753e-007	1.18808e-008	
8	6.68255e-007	1.07196e-008	3.24443e-007	6.28804e-007	0	3.92496e-007	5.71312e-007	0	4.52095e-007	5.00045e-007	0	5.17692e-007	4.26739e-007	0	5.8056e-007	3.42818e-007	0	6.49042e-007	2.71575e-007	8.36852e-009	
9	7.20113e-007	9.59454e-008	2.95162e-007	6.92801e-007	4.79314e-008	3.78798e-007	6.52129e-007	5.332e-009	4.69438e-007	5.99257e-007	0	5.32983e-007	5.31776e-007	0	5.93804e-007	4.50505e-007	0	6.62337e-007	3.78076e-007	1.15632e-007	
10	7.59866e-007	1.89008e-007	2.68869e-007	7.4547e-007	1.32669e-007	3.4886e-007	7.1833e-007	1.77224e-007	4.61627e-007	6.8204e-007	3.60863e-008	5.21803e-007	6.23984e-007	1.23402e-008	5.96368e-007	5.52533e-007	1.40506e-008	6.63303e-007	4.81933e-007	3.15402e-008	
11	7.87346e-007	2.88349e-007	2.47412e-007	7.86212e-007	2.25422e-007	3.21366e-007	7.73413e-007	1.6146e-007	4.04028e-007	7.4271e-007	1.04986e-007	4.91133e-007	7.03714e-007	6.94144e-008	5.70134e-007	6.42558e-007	5.59089e-008	6.43377e-007	5.78933e-007	5.8387e-008	
12	8.02869e-007	3.9209e-007	2.32557e-007	8.1485e-007	3.24586e-007	2.98241e-007	8.16699e-007	2.52759e-007	3.75959e-007	8.00089e-007	1.86068e-007	4.60127e-007	7.74089e-007	1.37739e-007	5.4043e-007	7.2512e-007	1.09424e-007	6.17469e-007	6.70646e-007	9.68994e-008	
13	8.07146e-007	4.98117e-007	2.25907e-007	8.3164e-007	4.28249e-007	2.81349e-007	8.47917e-007	3.50887e-007	3.51697e-007	8.45865e-007	2.76061e-007	4.30265e-007	8.33723e-007	2.16509e-007	5.09265e-007	7.98591e-007	1.74276e-007	5.87514e-007	7.55171e-007	1.47193e-007	
14	8.01317e-007	6.04143e-007	2.28825e-007	8.37255e-007	5.34283e-007	2.72377e-007	8.67218e-007	4.53945e-007	3.33167e-007	8.79668e-007	3.73398e-007	4.03647e-007	8.81736e-007	3.04558e-007	4.78761e-007	8.61613e-007	2.49774e-007	5.55606e-007	8.30784e-007	2.0903e-007	
15	7.86835e-007	7.07798e-007	2.42426e-007	8.32768e-007	6.4038e-007	2.72792e-007	8.75184e-007	5.59808e-007	3.2213e-007	9.01548e-007	4.76198e-007	3.82297e-007	9.17652e-007	4.00353e-007	4.51086e-007	9.13164e-007	3.34832e-007	5.23957e-007	8.96014e-007	2.81774e-007	
16	7.65457e-007	8.06702e-007	2.67533e-007	8.19606e-007	7.4413e-007	2.83802e-007	8.72803e-007	6.66154e-007	3.20139e-007	9.11988e-007	5.82321e-007	3.68088e-007	9.41435e-007	5.02047e-007	4.28326e-007	9.52625e-007	4.27996e-007	4.94807e-007	9.49735e-007	3.64398e-007	
17	7.39183e-007	8.98556e-007	3.04622e-007	7.99499e-007	8.43116e-007	3.06314e-007	8.61433e-007	7.70543e-007	3.28495e-007	9.11886e-007	6.89416e-007	3.62694e-007	9.53486e-007	6.07515e-007	4.12424e-007	9.79817e-007	5.27489e-007	4.70316e-007	9.91226e-007	4.55517e-007	
18	7.10175e-007	9.81249e-007	3.53798e-007	7.74417e-007	9.3501e-007	3.4089e-007	8.42751e-007	8.70515e-007	3.482e-007	9.02522e-007	7.95e-007	3.67543e-007	9.54641e-007	7.14402e-007	4.05131e-007	9.95007e-007	6.31241e-007	4.52508e-007	1.02021e-006	5.53401e-007	
19	6.80683e-007	1.05296e-006	4.14775e-007	7.46495e-007	1.01768e-006	3.8772e-007	8.18689e-007	9.6368e-007	3.79918e-007	8.85509e-007	8.96545e-007	3.83762e-007	9.46131e-007	8.20204e-007	4.0795e-007	9.98913e-007	7.36935e-007	4.43214e-007	1.03688e-006	6.56008e-007	
