Sample Number (10000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),X_axis (),Y_axis (),Z_axis ()
145,1661422360624,8740.0,-296.0,556.0
146,1661422360625,8564.0,24.0,368.0
147,1661422360628,8620.0,360.0,640.0
148,1661422360630,8672.0,-356.0,616.0
149,1661422360633,8416.0,44.0,348.0
150,1661422360635,8596.0,68.0,544.0
151,1661422360637,8428.0,-272.0,548.0
152,1661422360639,8344.0,64.0,632.0
153,1661422360643,8600.0,-92.0,560.0
154,1661422360644,8284.0,-328.0,408.0
155,1661422360645,8540.0,272.0,588.0
156,1661422360648,8640.0,-332.0,404.0
157,1661422360650,8308.0,396.0,576.0
158,1661422360653,8460.0,-172.0,572.0
159,1661422360656,8584.0,-124.0,452.0
160,1661422360657,8188.0,-20.0,380.0
161,1661422360659,8500.0,-356.0,396.0
162,1661422360661,8552.0,268.0,488.0
163,1661422360663,8372.0,156.0,476.0
164,1661422360666,8636.0,-40.0,476.0
165,1661422360668,8676.0,-80.0,468.0
166,1661422360670,8308.0,-32.0,512.0
167,1661422360672,8496.0,-68.0,624.0
168,1661422360674,8156.0,-144.0,408.0
169,1661422360677,8740.0,316.0,652.0
170,1661422360679,8676.0,76.0,480.0
171,1661422360680,8536.0,100.0,592.0
172,1661422360685,8376.0,-4.0,472.0
173,1661422360685,8684.0,-316.0,344.0
174,1661422360687,8408.0,168.0,716.0
175,1661422360690,8752.0,-188.0,448.0
176,1661422360692,8308.0,-160.0,404.0
177,1661422360694,8480.0,212.0,664.0
178,1661422360696,8568.0,-88.0,528.0
179,1661422360698,8424.0,-88.0,564.0
180,1661422360703,8660.0,332.0,528.0
181,1661422360703,8364.0,-160.0,616.0
182,1661422360706,8640.0,0.0,620.0
183,1661422360707,8500.0,-108.0,656.0
184,1661422360709,8428.0,-184.0,376.0
185,1661422360712,8316.0,108.0,476.0
186,1661422360714,8168.0,-32.0,672.0
187,1661422360716,8760.0,-140.0,596.0
188,1661422360718,8332.0,184.0,468.0
189,1661422360720,8616.0,-116.0,548.0
190,1661422360723,8564.0,-168.0,352.0
191,1661422360725,8512.0,-104.0,760.0
192,1661422360727,8332.0,-436.0,720.0
193,1661422360728,8528.0,-144.0,416.0
194,1661422360731,8784.0,272.0,488.0
195,1661422360733,8316.0,-176.0,572.0
196,1661422360736,8656.0,-108.0,360.0
197,1661422360738,8356.0,180.0,532.0
198,1661422360740,8704.0,68.0,504.0
199,1661422360743,8316.0,-204.0,248.0
200,1661422360744,8308.0,248.0,540.0
201,1661422360747,8356.0,-268.0,416.0
202,1661422360748,8616.0,152.0,464.0
203,1661422360751,8504.0,372.0,604.0
204,1661422360754,8260.0,-408.0,340.0
205,1661422360755,8580.0,240.0,508.0
206,1661422360758,8576.0,28.0,436.0
207,1661422360760,8396.0,-268.0,396.0
208,1661422360762,8712.0,120.0,644.0
209,1661422360764,8384.0,-188.0,448.0
210,1661422360768,8276.0,72.0,448.0
211,1661422360769,8432.0,56.0,348.0
212,1661422360770,8532.0,72.0,548.0
213,1661422360773,8540.0,-76.0,284.0
214,1661422360774,8424.0,-180.0,460.0
215,1661422360778,8436.0,-284.0,348.0
216,1661422360780,8844.0,-44.0,712.0
217,1661422360781,8644.0,164.0,680.0
218,1661422360784,8448.0,-76.0,400.0
219,1661422360785,8592.0,136.0,588.0
220,1661422360788,8584.0,-108.0,440.0
221,1661422360792,8384.0,92.0,388.0
222,1661422360793,8284.0,-100.0,512.0
223,1661422360795,8660.0,20.0,356.0
224,1661422360797,8292.0,20.0,388.0
225,1661422360800,8516.0,52.0,560.0
226,1661422360803,8564.0,128.0,612.0
227,1661422360804,8360.0,-136.0,428.0
228,1661422360806,8484.0,-132.0,624.0
229,1661422360808,8504.0,-60.0,564.0
230,1661422360811,8300.0,-84.0,304.0
231,1661422360813,8600.0,72.0,560.0
232,1661422360815,8632.0,-128.0,472.0
233,1661422360817,8728.0,272.0,660.0
234,1661422360819,8560.0,-280.0,572.0
235,1661422360821,8480.0,80.0,444.0
236,1661422360824,8240.0,-8.0,748.0
237,1661422360826,8568.0,-204.0,444.0
238,1661422360828,8528.0,56.0,584.0
239,1661422360830,8476.0,-132.0,560.0
240,1661422360832,8628.0,-72.0,536.0
241,1661422360834,8320.0,48.0,688.0
242,1661422360837,8444.0,-260.0,484.0
243,1661422360839,8544.0,140.0,636.0
244,1661422360841,8688.0,36.0,652.0
245,1661422360843,8372.0,48.0,512.0
246,1661422360844,8468.0,104.0,568.0
247,1661422360847,8368.0,-324.0,644.0
248,1661422360850,8616.0,-128.0,384.0
249,1661422360852,8620.0,252.0,656.0
250,1661422360854,8228.0,96.0,540.0
251,1661422360857,8536.0,-80.0,304.0
252,1661422360861,8548.0,-88.0,380.0
253,1661422360861,8268.0,92.0,448.0
254,1661422360862,8280.0,-332.0,660.0
255,1661422360864,8612.0,-132.0,552.0
256,1661422360867,8500.0,140.0,592.0
257,1661422360870,8512.0,-276.0,436.0
258,1661422360872,8480.0,312.0,660.0
259,1661422360873,8472.0,-108.0,524.0
260,1661422360878,8528.0,-116.0,544.0
261,1661422360878,8476.0,104.0,540.0
262,1661422360880,8412.0,-112.0,388.0
263,1661422360883,8800.0,-124.0,496.0
264,1661422360885,8580.0,320.0,656.0
265,1661422360887,8240.0,-316.0,384.0
266,1661422360889,8552.0,-4.0,576.0
267,1661422360893,8308.0,332.0,624.0
268,1661422360894,8480.0,12.0,444.0
269,1661422360896,8728.0,28.0,668.0
270,1661422360898,8408.0,-84.0,616.0
271,1661422360902,8448.0,-24.0,408.0
272,1661422360902,8540.0,144.0,608.0
273,1661422360905,8580.0,-400.0,552.0
274,1661422360909,8176.0,96.0,576.0
275,1661422360909,8484.0,-4.0,608.0
276,1661422360911,8468.0,244.0,528.0
277,1661422360914,8652.0,-248.0,500.0
278,1661422360916,8536.0,-104.0,480.0
279,1661422360918,8040.0,-236.0,492.0
280,1661422360920,8664.0,-136.0,624.0
281,1661422360922,8384.0,376.0,376.0
282,1661422360925,8380.0,-160.0,460.0
283,1661422360928,8544.0,-72.0,768.0
284,1661422360929,8580.0,156.0,604.0
285,1661422360931,8436.0,-164.0,320.0
286,1661422360934,8176.0,64.0,720.0
287,1661422360934,8680.0,-92.0,512.0
288,1661422360939,8608.0,-148.0,564.0
289,1661422360940,8480.0,112.0,580.0
290,1661422360942,8452.0,28.0,452.0
291,1661422360944,8184.0,-272.0,456.0
292,1661422360947,8568.0,368.0,500.0
293,1661422360949,8488.0,-408.0,584.0
294,1661422360951,8516.0,40.0,420.0
295,1661422360953,8408.0,-24.0,580.0
296,1661422360955,8640.0,-240.0,428.0
297,1661422360958,8668.0,200.0,664.0
298,1661422360961,8444.0,-188.0,524.0
299,1661422360962,8772.0,84.0,468.0
300,1661422360964,8300.0,40.0,640.0
301,1661422360966,8736.0,-276.0,440.0
302,1661422360968,8444.0,-64.0,652.0
303,1661422360971,8460.0,-188.0,668.0
304,1661422360973,8784.0,80.0,392.0
305,1661422360975,8636.0,296.0,632.0
306,1661422360977,8488.0,-264.0,556.0
307,1661422360979,8580.0,180.0,596.0
308,1661422360980,8300.0,-4.0,384.0
309,1661422360984,8392.0,-88.0,416.0
310,1661422360986,8384.0,164.0,460.0
311,1661422360988,8484.0,-96.0,644.0
312,1661422360992,8632.0,-172.0,520.0
313,1661422360992,8492.0,112.0,608.0
314,1661422360994,8368.0,-28.0,660.0
315,1661422360997,8620.0,-180.0,544.0
316,1661422360998,8428.0,-44.0,432.0
317,1661422361000,8504.0,108.0,516.0
318,1661422361003,8228.0,-268.0,440.0
319,1661422361006,8584.0,144.0,508.0
320,1661422361008,8344.0,124.0,640.0
321,1661422361010,8496.0,-356.0,476.0
322,1661422361012,8392.0,284.0,504.0
323,1661422361014,8396.0,-160.0,284.0
324,1661422361017,8432.0,64.0,472.0
325,1661422361019,8364.0,56.0,520.0
326,1661422361021,8436.0,-232.0,416.0
327,1661422361022,8600.0,-232.0,448.0
328,1661422361027,8544.0,20.0,480.0
329,1661422361028,8436.0,-44.0,524.0
330,1661422361030,8700.0,-172.0,488.0
331,1661422361031,8388.0,336.0,488.0
332,1661422361034,8484.0,-176.0,508.0
333,1661422361037,8676.0,160.0,716.0
334,1661422361038,8416.0,-16.0,580.0
335,1661422361041,8668.0,-96.0,580.0
336,1661422361043,8300.0,136.0,476.0
337,1661422361047,8664.0,-128.0,492.0
338,1661422361047,8820.0,100.0,536.0
339,1661422361051,8236.0,84.0,588.0
340,1661422361052,8504.0,-188.0,444.0
341,1661422361054,8588.0,-172.0,648.0
342,1661422361056,8644.0,176.0,348.0
343,1661422361058,8440.0,-136.0,568.0
344,1661422361062,8684.0,32.0,512.0
345,1661422361063,8732.0,296.0,404.0
346,1661422361065,8436.0,-132.0,548.0
347,1661422361067,8560.0,-108.0,440.0
348,1661422361069,8492.0,168.0,640.0
349,1661422361072,8572.0,-264.0,500.0
350,1661422361074,8160.0,180.0,788.0
351,1661422361075,8232.0,48.0,576.0
352,1661422361078,7496.0,-304.0,204.0
353,1661422361079,8732.0,220.0,500.0
354,1661422361083,8808.0,-188.0,520.0
355,1661422361084,7844.0,-44.0,436.0
356,1661422361087,8288.0,132.0,640.0
357,1661422361089,8544.0,-68.0,540.0
358,1661422361092,8820.0,-360.0,568.0
359,1661422361093,8312.0,-244.0,636.0
360,1661422361096,8080.0,12.0,324.0
361,1661422361098,8392.0,-180.0,528.0
362,1661422361099,9140.0,376.0,644.0
363,1661422361103,8580.0,-288.0,564.0
364,1661422361103,7932.0,-16.0,580.0
365,1661422361106,8676.0,20.0,460.0
366,1661422361109,8744.0,-188.0,456.0
367,1661422361111,8552.0,-40.0,472.0
368,1661422361112,8340.0,-312.0,620.0
369,1661422361116,8380.0,108.0,560.0
370,1661422361116,8700.0,152.0,700.0
371,1661422361120,8772.0,-168.0,640.0
372,1661422361122,8216.0,48.0,568.0
373,1661422361124,8372.0,-132.0,496.0
374,1661422361127,9004.0,-4.0,716.0
375,1661422361129,8416.0,0.0,708.0
376,1661422361131,8416.0,-304.0,536.0
377,1661422361133,8444.0,-100.0,464.0
378,1661422361135,8492.0,148.0,652.0
379,1661422361138,8512.0,-88.0,568.0
380,1661422361139,8268.0,12.0,540.0
381,1661422361142,8364.0,-160.0,400.0
382,1661422361144,8704.0,-52.0,592.0
383,1661422361145,8508.0,-116.0,572.0
384,1661422361147,8280.0,-108.0,620.0
385,1661422361151,8620.0,-164.0,652.0
386,1661422361153,8736.0,40.0,568.0
387,1661422361154,8116.0,48.0,560.0
388,1661422361157,8464.0,-152.0,536.0
389,1661422361159,8264.0,-100.0,448.0
390,1661422361162,8824.0,-144.0,580.0
391,1661422361166,8704.0,-196.0,468.0
392,1661422361166,8176.0,284.0,576.0
393,1661422361168,8404.0,-192.0,604.0
394,1661422361169,8592.0,-160.0,552.0
395,1661422361172,8588.0,504.0,512.0
396,1661422361175,8120.0,-328.0,384.0
397,1661422361177,8392.0,112.0,472.0
398,1661422361178,8340.0,-196.0,592.0
399,1661422361181,8828.0,-64.0,576.0
400,1661422361183,8424.0,180.0,640.0
401,1661422361185,8220.0,-152.0,464.0
402,1661422361188,8812.0,-112.0,500.0
403,1661422361190,8464.0,80.0,688.0
404,1661422361192,8392.0,-24.0,488.0
405,1661422361195,8476.0,-84.0,480.0
406,1661422361195,8800.0,20.0,672.0
407,1661422361199,8592.0,-108.0,644.0
408,1661422361201,8652.0,-232.0,448.0
409,1661422361203,8512.0,80.0,616.0
410,1661422361205,8356.0,24.0,500.0
411,1661422361207,8788.0,-8.0,452.0
412,1661422361210,8228.0,60.0,392.0
413,1661422361211,8840.0,180.0,456.0
414,1661422361214,8496.0,-212.0,560.0
415,1661422361218,8484.0,180.0,540.0
416,1661422361218,8140.0,-468.0,480.0
417,1661422361222,8820.0,200.0,524.0
418,1661422361223,8608.0,228.0,468.0
419,1661422361225,8248.0,-136.0,372.0
420,1661422361227,8424.0,304.0,664.0
421,1661422361230,8320.0,112.0,440.0
422,1661422361234,8624.0,12.0,420.0
423,1661422361234,8392.0,-24.0,836.0
424,1661422361235,8404.0,152.0,464.0
425,1661422361238,8368.0,-236.0,412.0
426,1661422361239,8544.0,356.0,416.0
427,1661422361243,8588.0,-184.0,536.0
428,1661422361245,8436.0,240.0,460.0
429,1661422361246,8408.0,-4.0,536.0
430,1661422361251,8584.0,-188.0,520.0
431,1661422361251,8408.0,344.0,468.0
432,1661422361254,8404.0,-224.0,508.0
433,1661422361256,8292.0,-172.0,460.0
434,1661422361258,8652.0,192.0,676.0
435,1661422361260,8512.0,-144.0,316.0
436,1661422361262,8440.0,496.0,528.0
437,1661422361264,8352.0,-4.0,608.0
438,1661422361267,8484.0,-124.0,504.0
439,1661422361269,8476.0,32.0,552.0
440,1661422361272,8480.0,-300.0,488.0
441,1661422361273,8524.0,-32.0,472.0
442,1661422361276,8376.0,100.0,488.0
443,1661422361278,8580.0,-68.0,424.0
444,1661422361280,8580.0,-116.0,360.0
445,1661422361282,8668.0,-124.0,652.0
446,1661422361284,8440.0,280.0,492.0
447,1661422361287,8244.0,-332.0,436.0
448,1661422361290,8536.0,200.0,532.0
449,1661422361291,8696.0,-312.0,388.0
450,1661422361293,8696.0,220.0,332.0
451,1661422361295,8100.0,132.0,440.0
452,1661422361296,8668.0,-132.0,420.0
453,1661422361301,8504.0,-52.0,384.0
454,1661422361302,8364.0,-40.0,484.0
455,1661422361304,8428.0,-116.0,532.0
456,1661422361307,8308.0,0.0,512.0
457,1661422361307,8580.0,-52.0,548.0
458,1661422361311,8364.0,-88.0,432.0
459,1661422361312,8660.0,152.0,432.0
460,1661422361314,8352.0,-80.0,588.0
461,1661422361317,8784.0,376.0,500.0
462,1661422361320,8232.0,-384.0,640.0
463,1661422361322,8372.0,-240.0,496.0
464,1661422361324,8484.0,36.0,552.0
465,1661422361326,8312.0,-160.0,552.0
466,1661422361328,8568.0,4.0,340.0
467,1661422361330,8544.0,-20.0,464.0
468,1661422361332,8360.0,36.0,412.0
469,1661422361335,8440.0,208.0,644.0
470,1661422361337,8840.0,-252.0,700.0
471,1661422361339,8400.0,112.0,336.0
472,1661422361341,8412.0,-200.0,380.0
473,1661422361344,8656.0,32.0,480.0
474,1661422361345,8432.0,-12.0,572.0
475,1661422361348,8760.0,-212.0,520.0
476,1661422361351,8340.0,72.0,516.0
477,1661422361352,8652.0,144.0,656.0
478,1661422361355,8396.0,-304.0,396.0
479,1661422361357,8512.0,324.0,848.0
480,1661422361359,8304.0,-452.0,608.0
481,1661422361361,8616.0,188.0,640.0
482,1661422361363,8420.0,92.0,704.0
483,1661422361366,8372.0,-184.0,488.0
484,1661422361367,8388.0,76.0,692.0
485,1661422361370,8432.0,-236.0,512.0
486,1661422361372,8576.0,-80.0,468.0
487,1661422361374,8500.0,264.0,608.0
488,1661422361377,8244.0,-276.0,488.0
489,1661422361379,8632.0,236.0,532.0
490,1661422361380,8580.0,292.0,508.0
491,1661422361385,8480.0,-252.0,464.0
492,1661422361385,8444.0,192.0,476.0
493,1661422361388,8548.0,-168.0,588.0
494,1661422361391,8316.0,-336.0,508.0
495,1661422361392,8652.0,92.0,688.0
496,1661422361394,8644.0,-100.0,736.0
497,1661422361395,8456.0,-100.0,456.0
498,1661422361398,8476.0,32.0,744.0
499,1661422361401,8636.0,-176.0,440.0
500,1661422361403,8532.0,100.0,600.0
501,1661422361405,8308.0,76.0,556.0
502,1661422361407,8460.0,-200.0,460.0
503,1661422361408,8292.0,76.0,544.0
504,1661422361412,8640.0,-60.0,424.0
505,1661422361414,8516.0,68.0,648.0
506,1661422361416,8336.0,4.0,524.0
507,1661422361419,8372.0,56.0,376.0
508,1661422361419,8676.0,-40.0,452.0
509,1661422361423,8464.0,-128.0,524.0
510,1661422361425,8508.0,0.0,664.0
511,1661422361427,8364.0,-228.0,368.0
512,1661422361428,8484.0,244.0,488.0
513,1661422361433,8544.0,-300.0,500.0
514,1661422361433,8816.0,188.0,552.0
515,1661422361436,8056.0,-28.0,436.0
516,1661422361438,8880.0,-112.0,584.0
517,1661422361439,8732.0,188.0,660.0
518,1661422361444,8256.0,-128.0,400.0
519,1661422361444,8636.0,-164.0,512.0
520,1661422361446,8296.0,28.0,556.0
521,1661422361448,8464.0,-196.0,524.0
522,1661422361452,8664.0,8.0,644.0
523,1661422361453,8468.0,172.0,472.0
524,1661422361456,8416.0,-96.0,492.0
525,1661422361457,8700.0,-20.0,568.0
526,1661422361460,8488.0,-80.0,672.0
527,1661422361462,8572.0,-316.0,544.0
528,1661422361464,8676.0,84.0,660.0
529,1661422361466,8144.0,164.0,584.0
530,1661422361468,8480.0,-132.0,400.0
531,1661422361471,8668.0,188.0,548.0
532,1661422361473,8380.0,240.0,436.0
533,1661422361475,8344.0,-508.0,612.0
534,1661422361477,8704.0,72.0,488.0
535,1661422361480,8368.0,8.0,408.0
536,1661422361483,8428.0,-500.0,648.0
537,1661422361484,8548.0,328.0,700.0
538,1661422361486,8344.0,-144.0,372.0
539,1661422361488,8676.0,-56.0,680.0
540,1661422361491,8312.0,120.0,452.0
541,1661422361493,8460.0,0.0,428.0
542,1661422361494,8716.0,-216.0,440.0
543,1661422361497,8568.0,20.0,420.0
544,1661422361498,8284.0,-480.0,412.0
545,1661422361503,8664.0,132.0,296.0
546,1661422361505,8508.0,376.0,584.0
547,1661422361506,8436.0,-88.0,440.0
548,1661422361507,8336.0,160.0,484.0
549,1661422361510,8496.0,64.0,584.0
550,1661422361514,8568.0,-232.0,528.0
551,1661422361516,8576.0,112.0,568.0
552,1661422361517,8128.0,-152.0,444.0
553,1661422361519,8452.0,28.0,624.0
554,1661422361521,8460.0,36.0,440.0
555,1661422361523,8396.0,292.0,480.0
556,1661422361527,8576.0,-200.0,632.0
557,1661422361528,8748.0,8.0,672.0
558,1661422361530,8412.0,-148.0,388.0
559,1661422361532,8572.0,-328.0,664.0
560,1661422361534,8536.0,328.0,472.0
561,1661422361538,8300.0,-228.0,452.0
562,1661422361539,8276.0,-56.0,508.0
563,1661422361541,8724.0,116.0,544.0
564,1661422361543,8400.0,-124.0,312.0
565,1661422361545,8480.0,180.0,632.0
566,1661422361549,8608.0,-252.0,508.0
567,1661422361550,8460.0,-24.0,384.0
568,1661422361552,8428.0,0.0,520.0
569,1661422361554,8572.0,124.0,632.0
570,1661422361556,8328.0,16.0,404.0
571,1661422361559,8384.0,184.0,612.0
572,1661422361561,8524.0,-132.0,512.0
573,1661422361562,8600.0,96.0,388.0
574,1661422361567,8420.0,-12.0,612.0
575,1661422361567,8492.0,-100.0,424.0
576,1661422361569,8424.0,-88.0,640.0
577,1661422361573,8520.0,60.0,500.0
578,1661422361573,8616.0,100.0,540.0
579,1661422361578,8472.0,-96.0,732.0
580,1661422361578,8624.0,-104.0,592.0
581,1661422361580,8548.0,-92.0,620.0
582,1661422361583,8428.0,32.0,580.0
583,1661422361585,8776.0,-144.0,556.0
584,1661422361587,8460.0,132.0,692.0
585,1661422361589,8236.0,-236.0,340.0
586,1661422361591,8644.0,72.0,540.0
587,1661422361594,8400.0,188.0,644.0
588,1661422361596,8508.0,-4.0,504.0
589,1661422361597,8528.0,44.0,708.0
590,1661422361599,8380.0,56.0,584.0
591,1661422361603,8472.0,-216.0,480.0
592,1661422361604,8544.0,148.0,676.0
593,1661422361607,8404.0,44.0,516.0
594,1661422361608,8524.0,-132.0,452.0
595,1661422361611,8584.0,-40.0,700.0
596,1661422361613,8492.0,-32.0,380.0
597,1661422361616,8404.0,-280.0,520.0
598,1661422361618,8628.0,364.0,740.0
599,1661422361620,8416.0,-268.0,564.0
600,1661422361622,8580.0,-196.0,620.0
601,1661422361625,8504.0,204.0,552.0
602,1661422361627,8532.0,-128.0,512.0
603,1661422361629,8768.0,36.0,644.0
604,1661422361630,8548.0,-72.0,572.0
605,1661422361633,8308.0,-96.0,648.0
606,1661422361635,8752.0,56.0,548.0
607,1661422361638,8604.0,-60.0,440.0
608,1661422361641,8356.0,-36.0,536.0
609,1661422361642,8728.0,-232.0,620.0
610,1661422361644,8520.0,444.0,592.0
611,1661422361647,8412.0,-108.0,444.0
612,1661422361647,8600.0,72.0,596.0
613,1661422361650,8324.0,60.0,580.0
614,1661422361653,8584.0,-176.0,380.0
615,1661422361655,8660.0,172.0,732.0
616,1661422361657,8460.0,-172.0,460.0
617,1661422361660,8592.0,-108.0,524.0
618,1661422361662,8552.0,216.0,672.0
619,1661422361664,8444.0,-140.0,380.0
620,1661422361665,8396.0,-184.0,548.0
621,1661422361668,8632.0,200.0,400.0
622,1661422361670,8320.0,-184.0,544.0
623,1661422361673,8612.0,-60.0,584.0
624,1661422361675,8528.0,324.0,552.0
625,1661422361677,8352.0,-144.0,472.0
626,1661422361679,8616.0,4.0,500.0
627,1661422361681,8552.0,196.0,592.0
628,1661422361685,8584.0,-156.0,372.0
629,1661422361686,8380.0,240.0,672.0
630,1661422361688,8532.0,-128.0,620.0
631,1661422361690,8536.0,-316.0,496.0
632,1661422361692,8572.0,112.0,416.0
633,1661422361695,8616.0,232.0,568.0
634,1661422361696,8288.0,-100.0,444.0
635,1661422361698,8484.0,328.0,540.0
636,1661422361703,8416.0,-232.0,584.0
637,1661422361703,8616.0,-132.0,408.0
638,1661422361705,8284.0,-192.0,636.0
639,1661422361707,8696.0,188.0,528.0
640,1661422361709,8324.0,-288.0,428.0
641,1661422361711,8576.0,356.0,496.0
642,1661422361716,8472.0,-264.0,468.0
643,1661422361716,8324.0,-48.0,380.0
