MicroEMSIM SPAf Data: 
num_rev 	21
num_theta 	180
PloughingZone Area: theta Ap1 Ap2 .. 
0	9.90529e-007	9.90529e-007	9.90529e-007	9.90529e-007	9.90529e-007	9.90529e-007	9.90529e-007	9.90529e-007	9.90529e-007	9.9053e-007	9.9053e-007	9.9053e-007	9.9053e-007	9.9053e-007	9.9053e-007	9.9053e-007	9.9053e-007	9.9053e-007	9.9053e-007	9.9053e-007	
1	9.82663e-007	9.82663e-007	9.82663e-007	9.82663e-007	9.82663e-007	9.82663e-007	9.82663e-007	9.82663e-007	9.82663e-007	9.82663e-007	9.82663e-007	9.82663e-007	9.82664e-007	9.82664e-007	9.82664e-007	9.82664e-007	9.82664e-007	9.82664e-007	9.82664e-007	9.82664e-007	
2	1.19919e-006	1.19918e-006	1.19918e-006	1.19918e-006	1.19918e-006	1.19917e-006	1.19917e-006	1.19917e-006	1.19917e-006	1.19917e-006	1.19916e-006	1.19916e-006	1.19916e-006	1.19916e-006	1.19915e-006	1.19915e-006	1.19915e-006	1.19915e-006	1.19914e-006	1.19914e-006	
3	1.5363e-006	1.5363e-006	1.53629e-006	1.53629e-006	1.53629e-006	1.53629e-006	1.53629e-006	1.53628e-006	1.53628e-006	1.53628e-006	1.53628e-006	1.53627e-006	1.53627e-006	1.53627e-006	1.53627e-006	1.53627e-006	1.53626e-006	1.53626e-006	1.53626e-006	1.53626e-006	
4	1.82279e-006	1.82278e-006	1.82278e-006	1.82278e-006	1.82278e-006	1.82278e-006	1.82277e-006	1.82277e-006	1.82277e-006	1.82277e-006	1.82277e-006	1.82276e-006	1.82276e-006	1.82276e-006	1.82276e-006	1.82275e-006	1.82275e-006	1.82275e-006	1.82275e-006	1.82275e-006	
5	1.9668e-006	1.9668e-006	1.9668e-006	1.9668e-006	1.9668e-006	1.96679e-006	1.96679e-006	1.96679e-006	1.96679e-006	1.96679e-006	1.96678e-006	1.96678e-006	1.96678e-006	1.96678e-006	1.96678e-006	1.96677e-006	1.96677e-006	1.96677e-006	1.96677e-006	1.96677e-006	
6	1.80325e-006	1.80325e-006	1.80325e-006	1.80324e-006	1.80324e-006	1.80324e-006	1.80324e-006	1.80324e-006	1.80324e-006	1.80323e-006	1.80323e-006	1.80323e-006	1.80323e-006	1.80323e-006	1.80323e-006	1.80322e-006	1.80322e-006	1.80322e-006	1.80322e-006	1.80322e-006	
7	1.28164e-006	1.28164e-006	1.28164e-006	1.28164e-006	1.28165e-006	1.28165e-006	1.28165e-006	1.28165e-006	1.28165e-006	1.28166e-006	1.28166e-006	1.28166e-006	1.28166e-006	1.28166e-006	1.28167e-006	1.28167e-006	1.28167e-006	1.28167e-006	1.28168e-006	1.28168e-006	
8	2.23064e-006	2.23063e-006	2.23063e-006	2.23063e-006	2.23063e-006	2.23063e-006	2.23063e-006	2.23062e-006	2.23062e-006	2.23062e-006	2.23062e-006	2.23062e-006	2.23062e-006	2.23062e-006	2.23061e-006	2.23061e-006	2.23061e-006	2.23061e-006	2.23061e-006	2.23061e-006	
9	1.40929e-006	1.40929e-006	1.4093e-006	1.4093e-006	1.4093e-006	1.4093e-006	1.4093e-006	1.40931e-006	1.40931e-006	1.40931e-006	1.40931e-006	1.40931e-006	1.40932e-006	1.40932e-006	1.40932e-006	1.40932e-006	1.40933e-006	1.40933e-006	1.40933e-006	1.40933e-006	
